budget,revenue,popularity,runtime,vote_average,title,genres
45653148,109141229,22.30524349,82,6.81563746,Movie 560,"[{'id': 10749, 'name': 'Romance'}]"
140050905,364822233,88.5511599,155,8.249926128,Movie 561,"[{'id': 35, 'name': 'Comedy'}]"
100952217,169175486,56.38113715,86,3.496429821,Movie 562,"[{'id': 27, 'name': 'Horror'}]"
121794109,213763950,83.02032526,128,8.4905,Movie 563,"[{'id': 18, 'name': 'Drama'}]"
9454561,7675072,71.57175359,105,4.76009176,Movie 564,"[{'id': 35, 'name': 'Comedy'}]"
46932658,68683115,69.97281603,112,5.944166076,Movie 565,"[{'id': 16, 'name': 'Animation'}]"
137815208,290571369,33.11023496,127,5.631668616,Movie 566,[]
24151417,59195109,24.15579622,158,7.561869907,Movie 567,"[{'id': 27, 'name': 'Horror'}]"
40673332,42423210,21.87773654,81,5.521999857,Movie 568,"[{'id': 28, 'name': 'Action'}]"
154917041,130836309,85.86197405,150,8.661318874,Movie 569,"[{'id': 28, 'name': 'Action'}]"
17934380,38695308,82.22225521,111,8.415203296,Movie 570,"[{'id': 27, 'name': 'Horror'}]"
11617244,5863219,44.61677927,83,8.232966912,Movie 571,"[{'id': 878, 'name': 'Science Fiction'}]"
169303991,160149971,14.10805674,99,3.427549996,Movie 572,"[{'id': 10749, 'name': 'Romance'}]"
185451800,106204249,38.84297295,115,8.125548369,Movie 573,"[{'id': 878, 'name': 'Science Fiction'}]"
130195004,119416523,62.31500196,111,7.689812673,Movie 574,"[{'id': 18, 'name': 'Drama'}]"
138587448,132115164,45.98591229,107,3.621077682,Movie 575,"[{'id': 35, 'name': 'Comedy'}]"
3640328,5348311,78.23873758,156,3.644485953,Movie 576,"[{'id': 53, 'name': 'Thriller'}]"
26856919,40441626,99.7646594,80,3.606982869,Movie 577,"[{'id': 27, 'name': 'Horror'}]"
58658082,157535440,19.92207676,139,3.067995559,Movie 578,"[{'id': 16, 'name': 'Animation'}]"
190613154,338390629,46.50543115,135,6.291805831,Movie 579,"[{'id': 18, 'name': 'Drama'}]"
162566703,375287170,43.66740629,114,8.840365749,Movie 580,"[{'id': 12, 'name': 'Adventure'}]"
12552291,9544051,31.14476074,109,5.632108217,Movie 581,"[{'id': 35, 'name': 'Comedy'}]"
1070640,1138729,20.61145616,133,6.244545011,Movie 582,[]
114442790,258338416,7.503519532,115,8.807818781,Movie 583,"[{'id': 53, 'name': 'Thriller'}]"
78498463,49611805,88.82481241,134,4.531093373,Movie 584,"[{'id': 10749, 'name': 'Romance'}]"
122562775,210378286,42.56502107,168,8.150821516,Movie 585,"[{'id': 35, 'name': 'Comedy'}]"
198193764,396074860,50.19265633,159,6.278342803,Movie 586,"[{'id': 16, 'name': 'Animation'}]"
4741196,9507824,91.77726277,137,6.416859088,Movie 587,"[{'id': 16, 'name': 'Animation'}]"
20511512,11431722,77.85275727,162,5.059043143,Movie 588,"[{'id': 12, 'name': 'Adventure'}]"
175478184,229046411,13.91962515,144,6.369506166,Movie 589,"[{'id': 16, 'name': 'Animation'}]"
12720477,26601400,56.97657679,148,3.438855057,Movie 590,"[{'id': 35, 'name': 'Comedy'}]"
119338832,104123052,44.78297538,130,7.587861436,Movie 591,"[{'id': 16, 'name': 'Animation'}]"
148435376,332278396,79.92389619,101,4.708126569,Movie 592,"[{'id': 35, 'name': 'Comedy'}]"
23558781,55712112,72.69902221,167,8.325649977,Movie 593,[]
60946863,180093285,69.35016647,132,5.207104168,Movie 594,"[{'id': 18, 'name': 'Drama'}]"
63784216,65353625,34.71393871,179,3.856944663,Movie 595,"[{'id': 12, 'name': 'Adventure'}]"
33425301,85663252,80.69140931,115,7.175289446,Movie 596,"[{'id': 35, 'name': 'Comedy'}]"
89146618,160530009,6.186738264,147,3.987468868,Movie 597,"[{'id': 27, 'name': 'Horror'}]"
161996370,232247147,16.80286524,115,7.522083093,Movie 598,"[{'id': 10749, 'name': 'Romance'}]"
61995760,49964980,34.22670402,131,8.808673418,Movie 599,"[{'id': 12, 'name': 'Adventure'}]"
47547339,111202005,8.603936666,132,7.677317213,Movie 600,"[{'id': 18, 'name': 'Drama'}]"
91372540,99563539,24.26443348,161,3.134695491,Movie 601,[]
131489576,187840091,83.18494732,129,6.599314728,Movie 602,"[{'id': 18, 'name': 'Drama'}]"
149791186,98316278,94.87690224,159,7.172464026,Movie 603,[]
124637835,312020511,31.15563322,120,7.952749955,Movie 604,"[{'id': 12, 'name': 'Adventure'}]"
183128904,442525742,27.18706459,97,3.336013854,Movie 605,"[{'id': 27, 'name': 'Horror'}]"
30264326,70638134,28.70937257,101,5.880646968,Movie 606,[]
83896667,104754114,28.49418965,145,6.212225236,Movie 607,"[{'id': 28, 'name': 'Action'}]"
54953229,51309840,4.557088036,100,4.014749176,Movie 608,"[{'id': 35, 'name': 'Comedy'}]"
57294783,119968581,92.76471829,179,4.934698858,Movie 609,"[{'id': 53, 'name': 'Thriller'}]"
194363507,338273349,22.15611602,123,5.641330358,Movie 610,"[{'id': 53, 'name': 'Thriller'}]"
47977874,45369372,42.58040333,126,7.999258128,Movie 611,"[{'id': 35, 'name': 'Comedy'}]"
30365614,67253099,1.959001391,118,8.576445396,Movie 612,"[{'id': 18, 'name': 'Drama'}]"
90268367,268802594,85.937554,108,6.770536974,Movie 613,"[{'id': 12, 'name': 'Adventure'}]"
48010676,113691631,73.3845771,133,5.369671116,Movie 614,[]
126430852,297108199,94.72884748,169,4.524186107,Movie 615,"[{'id': 18, 'name': 'Drama'}]"
186588834,536588788,78.37993244,164,8.892811107,Movie 616,"[{'id': 53, 'name': 'Thriller'}]"
172544971,173811609,32.05694469,96,8.898119988,Movie 617,"[{'id': 12, 'name': 'Adventure'}]"
70426200,134786937,25.53946251,159,8.549861689,Movie 618,"[{'id': 28, 'name': 'Action'}]"
109352980,322494709,70.07391445,139,7.714014899,Movie 619,"[{'id': 12, 'name': 'Adventure'}]"
11198499,10226864,37.04716473,110,4.954677262,Movie 620,"[{'id': 27, 'name': 'Horror'}]"
38342772,86295389,57.05528656,152,7.902002901,Movie 621,"[{'id': 28, 'name': 'Action'}]"
179580630,352790702,1.619489632,174,5.452758104,Movie 622,"[{'id': 10749, 'name': 'Romance'}]"
135415503,266253654,7.126684466,157,4.960638589,Movie 623,"[{'id': 10749, 'name': 'Romance'}]"
171158648,384110227,54.00142618,128,7.469192151,Movie 624,"[{'id': 12, 'name': 'Adventure'}]"
124291756,351005177,57.041093,81,3.477923566,Movie 625,"[{'id': 35, 'name': 'Comedy'}]"
158832377,390164562,75.3938415,127,3.29137634,Movie 626,"[{'id': 27, 'name': 'Horror'}]"
18310852,11725175,14.06456664,93,5.687722183,Movie 627,"[{'id': 28, 'name': 'Action'}]"
55564054,146234591,51.80512529,138,5.673832805,Movie 628,[]
198206748,210862907,20.2503168,176,8.373864918,Movie 629,"[{'id': 16, 'name': 'Animation'}]"
165991210,239406700,10.22641584,178,3.756918578,Movie 630,"[{'id': 28, 'name': 'Action'}]"
79733130,131905071,41.63908361,137,3.739703565,Movie 631,"[{'id': 28, 'name': 'Action'}]"
134796590,229459517,17.17032816,137,3.884715603,Movie 632,"[{'id': 27, 'name': 'Horror'}]"
78273675,124294760,22.95641584,130,3.178417568,Movie 633,"[{'id': 878, 'name': 'Science Fiction'}]"
3276360,9315947,32.43790341,163,3.430390427,Movie 634,"[{'id': 27, 'name': 'Horror'}]"
50437769,114243943,26.67945167,81,6.959219201,Movie 635,"[{'id': 878, 'name': 'Science Fiction'}]"
106071545,220408886,9.671538443,120,5.589505975,Movie 636,"[{'id': 16, 'name': 'Animation'}]"
166883132,104236050,9.901708241,162,7.581618403,Movie 637,"[{'id': 16, 'name': 'Animation'}]"
112586533,310714436,20.13169211,161,8.955586311,Movie 638,"[{'id': 35, 'name': 'Comedy'}]"
93800518,260153436,6.005359608,95,6.954208087,Movie 639,"[{'id': 27, 'name': 'Horror'}]"
58849484,144212582,63.01924495,83,3.302733424,Movie 640,"[{'id': 28, 'name': 'Action'}]"
151652071,78491018,29.44534493,91,3.627377189,Movie 641,"[{'id': 878, 'name': 'Science Fiction'}]"
45079273,28995016,28.69485081,108,8.286024509,Movie 642,"[{'id': 10749, 'name': 'Romance'}]"
93992904,99920026,33.86783113,86,6.164975667,Movie 643,"[{'id': 27, 'name': 'Horror'}]"
41201137,34129930,66.61683115,93,7.949022956,Movie 644,[]
73571674,110143422,87.19275427,91,8.139674017,Movie 645,"[{'id': 28, 'name': 'Action'}]"
81497273,228726794,76.14960632,178,8.566047249,Movie 646,"[{'id': 18, 'name': 'Drama'}]"
93792001,157584732,73.02539379,84,8.698975233,Movie 647,"[{'id': 28, 'name': 'Action'}]"
81954884,43723468,48.95472737,160,6.328954779,Movie 648,"[{'id': 28, 'name': 'Action'}]"
58235484,70282322,69.68675014,111,5.046121034,Movie 649,"[{'id': 53, 'name': 'Thriller'}]"
96939748,59277421,55.72347444,153,8.771189246,Movie 650,"[{'id': 53, 'name': 'Thriller'}]"
197400549,116608266,22.40880229,122,6.284438436,Movie 651,"[{'id': 10749, 'name': 'Romance'}]"
81768647,97247421,21.65024841,160,3.385516338,Movie 652,"[{'id': 10749, 'name': 'Romance'}]"
24020885,28561573,30.34280868,148,6.8566593,Movie 653,"[{'id': 53, 'name': 'Thriller'}]"
2286643,5643015,91.16946443,124,6.526108502,Movie 654,"[{'id': 53, 'name': 'Thriller'}]"
42869822,125912381,55.1940692,88,8.374757237,Movie 655,"[{'id': 53, 'name': 'Thriller'}]"
141418374,201947946,73.65663232,128,6.919123135,Movie 656,"[{'id': 12, 'name': 'Adventure'}]"
127223660,200023226,35.30931722,112,5.094314547,Movie 657,"[{'id': 10749, 'name': 'Romance'}]"
15509187,40509586,41.3638613,179,8.797354354,Movie 658,"[{'id': 10749, 'name': 'Romance'}]"
162998627,190765043,13.43099229,179,7.809716916,Movie 659,"[{'id': 878, 'name': 'Science Fiction'}]"
6409861,5710894,17.95820082,97,6.78250571,Movie 660,[]
89825083,236484657,82.90829893,88,4.75755122,Movie 661,"[{'id': 878, 'name': 'Science Fiction'}]"
91197406,56200535,58.89902454,141,5.241241778,Movie 662,"[{'id': 10749, 'name': 'Romance'}]"
190695762,390783023,34.41571412,136,7.019819545,Movie 663,"[{'id': 12, 'name': 'Adventure'}]"
117595132,224016623,80.48226969,108,3.431884911,Movie 664,"[{'id': 10749, 'name': 'Romance'}]"
13831595,18877376,25.40547066,157,4.54008355,Movie 665,"[{'id': 16, 'name': 'Animation'}]"
76524262,98561244,97.62723716,104,7.2834056,Movie 666,"[{'id': 10749, 'name': 'Romance'}]"
135666073,329620303,35.13694317,94,5.880111059,Movie 667,"[{'id': 878, 'name': 'Science Fiction'}]"
77246546,55313279,34.39378446,85,5.414361389,Movie 668,"[{'id': 18, 'name': 'Drama'}]"
16814828,18361132,31.87927865,121,3.908745734,Movie 669,"[{'id': 18, 'name': 'Drama'}]"
49763532,116004855,13.08904008,108,5.651094207,Movie 670,"[{'id': 28, 'name': 'Action'}]"
130716977,244545511,12.00257759,158,7.624151825,Movie 671,"[{'id': 10749, 'name': 'Romance'}]"
134833947,110559861,65.16239842,172,4.584077076,Movie 672,"[{'id': 27, 'name': 'Horror'}]"
39538877,106966067,87.63668641,83,3.032391253,Movie 673,"[{'id': 27, 'name': 'Horror'}]"
74851335,111050908,79.26153052,161,7.011029407,Movie 674,"[{'id': 12, 'name': 'Adventure'}]"
45196734,116140733,14.96965181,136,8.835759627,Movie 675,[]
104982440,259231305,55.01263006,128,6.640959382,Movie 676,"[{'id': 27, 'name': 'Horror'}]"
90630668,186795572,11.45356305,123,3.719531154,Movie 677,"[{'id': 28, 'name': 'Action'}]"
106967805,185717805,5.484169718,159,4.924398554,Movie 678,"[{'id': 53, 'name': 'Thriller'}]"
109331512,322405192,65.98220008,154,8.205849688,Movie 679,"[{'id': 16, 'name': 'Animation'}]"
173721659,149819761,53.98008103,93,4.395408446,Movie 680,"[{'id': 878, 'name': 'Science Fiction'}]"
154382256,357069070,9.120344836,82,6.646175421,Movie 681,"[{'id': 878, 'name': 'Science Fiction'}]"
88580056,86629235,4.458985394,141,5.41602725,Movie 682,"[{'id': 878, 'name': 'Science Fiction'}]"
122848736,165312355,98.98588493,143,4.247062329,Movie 683,"[{'id': 878, 'name': 'Science Fiction'}]"
156030437,198431218,3.972111883,124,7.880441361,Movie 684,"[{'id': 878, 'name': 'Science Fiction'}]"
111477445,319671603,45.00829705,161,7.456987659,Movie 685,"[{'id': 18, 'name': 'Drama'}]"
53203051,155267275,50.95728344,137,6.969546396,Movie 686,"[{'id': 878, 'name': 'Science Fiction'}]"
174519532,167109190,12.61073463,99,4.418019542,Movie 687,"[{'id': 18, 'name': 'Drama'}]"
140066015,77748950,17.73711607,137,3.587142016,Movie 688,"[{'id': 16, 'name': 'Animation'}]"
186370428,428655730,35.82869563,168,6.456955979,Movie 689,"[{'id': 12, 'name': 'Adventure'}]"
44750190,69137917,76.40591175,136,6.322067001,Movie 690,"[{'id': 28, 'name': 'Action'}]"
70334164,50788342,51.20115998,156,4.130310056,Movie 691,"[{'id': 27, 'name': 'Horror'}]"
187404943,414049719,64.15228558,147,3.337480166,Movie 692,"[{'id': 878, 'name': 'Science Fiction'}]"
119975349,223485739,98.53228095,157,3.484250725,Movie 693,"[{'id': 53, 'name': 'Thriller'}]"
190475579,562149062,77.0325381,176,8.956625919,Movie 694,"[{'id': 35, 'name': 'Comedy'}]"
49518372,52911556,44.00178832,171,7.701503368,Movie 695,"[{'id': 878, 'name': 'Science Fiction'}]"
13842659,20901649,45.19775026,131,8.531924856,Movie 696,"[{'id': 16, 'name': 'Animation'}]"
34978002,64931921,62.25843563,116,4.170328333,Movie 697,"[{'id': 18, 'name': 'Drama'}]"
137590867,341122153,66.87115563,87,8.763411218,Movie 698,"[{'id': 18, 'name': 'Drama'}]"
56553464,105873550,50.57038166,123,3.855926109,Movie 699,"[{'id': 35, 'name': 'Comedy'}]"
100204497,203640629,64.84126106,177,6.054490971,Movie 700,"[{'id': 12, 'name': 'Adventure'}]"
178018926,189655601,3.329716947,84,7.978174107,Movie 701,"[{'id': 53, 'name': 'Thriller'}]"
19892008,52063289,43.53266353,148,5.098820127,Movie 702,"[{'id': 12, 'name': 'Adventure'}]"
126881648,199404199,28.61486953,110,5.548971199,Movie 703,"[{'id': 18, 'name': 'Drama'}]"
36427853,31051067,13.78827008,124,3.769110662,Movie 704,"[{'id': 28, 'name': 'Action'}]"
192100046,415026345,10.85510477,88,3.73753128,Movie 705,"[{'id': 35, 'name': 'Comedy'}]"
74190814,77175223,60.7160244,111,6.717409349,Movie 706,"[{'id': 35, 'name': 'Comedy'}]"
11986868,8917106,52.83645417,112,7.053194212,Movie 707,"[{'id': 35, 'name': 'Comedy'}]"
41480309,110128862,26.10482758,146,7.663995084,Movie 708,"[{'id': 16, 'name': 'Animation'}]"
94691765,156279825,47.62405582,109,6.340092316,Movie 709,"[{'id': 35, 'name': 'Comedy'}]"
40521538,96166090,49.7309992,155,6.874555754,Movie 710,"[{'id': 27, 'name': 'Horror'}]"
113347791,139017540,20.30588906,108,3.08110363,Movie 711,"[{'id': 53, 'name': 'Thriller'}]"
196190712,484085933,65.55721313,82,3.973024363,Movie 712,"[{'id': 18, 'name': 'Drama'}]"
173891082,135607189,78.31101628,169,8.909488596,Movie 713,"[{'id': 12, 'name': 'Adventure'}]"
133985867,186231436,79.35489055,136,3.455961038,Movie 714,"[{'id': 12, 'name': 'Adventure'}]"
92063625,271141603,60.64451324,109,7.072729334,Movie 715,"[{'id': 12, 'name': 'Adventure'}]"
56454431,140287809,51.65221967,88,4.056495798,Movie 716,"[{'id': 878, 'name': 'Science Fiction'}]"
66557447,116018936,7.039707158,105,7.300311515,Movie 717,"[{'id': 28, 'name': 'Action'}]"
84845477,114494192,29.49529859,81,7.235942418,Movie 718,"[{'id': 18, 'name': 'Drama'}]"
78982667,211700342,10.23387323,141,4.405194359,Movie 719,[]
191078359,355810718,96.41849293,82,4.617806395,Movie 720,"[{'id': 10749, 'name': 'Romance'}]"
100471732,240736553,14.37293448,125,6.928624282,Movie 721,"[{'id': 12, 'name': 'Adventure'}]"
118601287,282895997,16.02576558,147,5.340516233,Movie 722,"[{'id': 878, 'name': 'Science Fiction'}]"
192898745,105103619,89.06808521,104,4.167287818,Movie 723,"[{'id': 18, 'name': 'Drama'}]"
3667867,2991638,94.44890006,130,7.390077593,Movie 724,"[{'id': 10749, 'name': 'Romance'}]"
94837987,203813796,76.81707488,92,3.924885146,Movie 725,"[{'id': 12, 'name': 'Adventure'}]"
113521305,102628882,1.535087444,123,8.133861985,Movie 726,"[{'id': 10749, 'name': 'Romance'}]"
57987271,66032040,1.133280825,114,6.088017144,Movie 727,"[{'id': 27, 'name': 'Horror'}]"
176459001,505836469,38.43197621,134,3.634203623,Movie 728,"[{'id': 27, 'name': 'Horror'}]"
180936571,343861927,15.19614163,166,7.164434001,Movie 729,[]
91864817,218346480,2.820228073,88,6.114978237,Movie 730,"[{'id': 16, 'name': 'Animation'}]"
69452891,131609884,46.94260225,81,4.788345431,Movie 731,"[{'id': 18, 'name': 'Drama'}]"
66432283,124977993,94.36312784,140,5.535236281,Movie 732,"[{'id': 28, 'name': 'Action'}]"
159461992,117265123,33.05813792,120,4.790026462,Movie 733,"[{'id': 27, 'name': 'Horror'}]"
43734307,59441832,66.45292716,123,4.578155014,Movie 734,"[{'id': 18, 'name': 'Drama'}]"
68606426,82744649,65.57129996,143,3.981650525,Movie 735,"[{'id': 27, 'name': 'Horror'}]"
46791733,69103009,25.85693026,110,5.176602799,Movie 736,"[{'id': 53, 'name': 'Thriller'}]"
139795966,348911225,65.39209963,126,4.505923238,Movie 737,"[{'id': 35, 'name': 'Comedy'}]"
156032720,223100524,22.02106345,81,7.100606922,Movie 738,"[{'id': 10749, 'name': 'Romance'}]"
128833288,209900610,13.07873394,175,7.103260447,Movie 739,[]
156506676,233735439,70.43694527,161,6.011041455,Movie 740,"[{'id': 10749, 'name': 'Romance'}]"
6562067,4813406,12.23064089,156,7.667667165,Movie 741,"[{'id': 27, 'name': 'Horror'}]"
174009356,278881383,99.69401264,148,8.048038314,Movie 742,"[{'id': 16, 'name': 'Animation'}]"
91012399,90013372,19.16178771,137,6.478598745,Movie 743,"[{'id': 27, 'name': 'Horror'}]"
162563548,157167777,59.82004441,123,6.713610977,Movie 744,"[{'id': 12, 'name': 'Adventure'}]"
36154828,26577061,41.72608257,153,4.697315459,Movie 745,"[{'id': 28, 'name': 'Action'}]"
155306093,216135985,13.51225582,135,8.369215204,Movie 746,"[{'id': 27, 'name': 'Horror'}]"
59842658,143245652,3.75654685,122,3.145236267,Movie 747,"[{'id': 35, 'name': 'Comedy'}]"
44109628,52539164,62.65049595,168,5.091614817,Movie 748,"[{'id': 18, 'name': 'Drama'}]"
14021573,17959850,80.86899882,113,7.330802529,Movie 749,"[{'id': 53, 'name': 'Thriller'}]"
53827729,113398157,84.35955049,109,3.480537058,Movie 750,"[{'id': 12, 'name': 'Adventure'}]"
179838386,177968432,48.78863383,150,4.099017165,Movie 751,"[{'id': 35, 'name': 'Comedy'}]"
165151551,452910758,77.96809125,149,6.535714367,Movie 752,"[{'id': 12, 'name': 'Adventure'}]"
81155332,146118252,67.61186622,134,6.359962029,Movie 753,"[{'id': 12, 'name': 'Adventure'}]"
190736856,308804371,72.70119822,146,7.433569777,Movie 754,"[{'id': 16, 'name': 'Animation'}]"
186727425,353764532,49.76730152,92,7.875675835,Movie 755,"[{'id': 35, 'name': 'Comedy'}]"
87966281,80496693,63.70776228,82,3.771477471,Movie 756,"[{'id': 27, 'name': 'Horror'}]"
8136029,16546102,80.74706544,105,3.110285939,Movie 757,"[{'id': 35, 'name': 'Comedy'}]"
195212716,274811060,40.39053338,136,7.137831118,Movie 758,[]
172086852,472028358,80.79191119,103,4.808350775,Movie 759,"[{'id': 12, 'name': 'Adventure'}]"
114245302,105349650,59.60966744,132,6.755903484,Movie 760,[]
156714551,277012990,17.42420141,149,3.903267528,Movie 761,"[{'id': 28, 'name': 'Action'}]"
7285088,14535801,3.443731565,122,5.81424028,Movie 762,"[{'id': 878, 'name': 'Science Fiction'}]"
119550901,69753049,36.91260644,139,6.026548476,Movie 763,"[{'id': 35, 'name': 'Comedy'}]"
185125585,260885048,55.1229365,137,6.510466898,Movie 764,"[{'id': 35, 'name': 'Comedy'}]"
110164720,256858748,84.14221487,128,6.079020098,Movie 765,"[{'id': 27, 'name': 'Horror'}]"
8468810,21603458,13.62108233,121,5.974144621,Movie 766,"[{'id': 10749, 'name': 'Romance'}]"
136852884,175569247,80.22042842,155,4.996404924,Movie 767,"[{'id': 16, 'name': 'Animation'}]"
26301054,65660138,86.43789556,179,3.427081418,Movie 768,"[{'id': 35, 'name': 'Comedy'}]"
78264088,228483371,15.91806121,145,3.537121181,Movie 769,[]
140218773,370483916,85.30783761,90,5.602669646,Movie 770,"[{'id': 878, 'name': 'Science Fiction'}]"
72572282,57630372,99.15390322,177,5.134758767,Movie 771,[]
128212314,301212501,72.95704427,169,6.096808828,Movie 772,"[{'id': 28, 'name': 'Action'}]"
29267184,38022962,78.6921985,97,4.829029016,Movie 773,"[{'id': 35, 'name': 'Comedy'}]"
111933452,332558760,99.44711149,164,7.127460549,Movie 774,"[{'id': 28, 'name': 'Action'}]"
5345760,9159411,60.9426438,179,8.183728932,Movie 775,"[{'id': 28, 'name': 'Action'}]"
134973601,108800160,31.48075182,131,4.793179133,Movie 776,"[{'id': 16, 'name': 'Animation'}]"
159148712,368105220,83.91555257,125,4.157904048,Movie 777,"[{'id': 878, 'name': 'Science Fiction'}]"
172023458,224925487,61.83409197,123,3.697083446,Movie 778,"[{'id': 35, 'name': 'Comedy'}]"
39019582,116773723,58.53834695,101,6.697524243,Movie 779,"[{'id': 12, 'name': 'Adventure'}]"
101532608,299465974,26.10992,132,5.663135947,Movie 780,"[{'id': 12, 'name': 'Adventure'}]"
59720660,127822221,75.87709269,138,4.128094303,Movie 781,"[{'id': 878, 'name': 'Science Fiction'}]"
56229238,46364724,9.08506031,173,6.9188204,Movie 782,"[{'id': 35, 'name': 'Comedy'}]"
19100699,42349162,92.50442001,109,3.890899098,Movie 783,"[{'id': 10749, 'name': 'Romance'}]"
2722320,1994306,33.25652262,87,6.325804235,Movie 784,"[{'id': 16, 'name': 'Animation'}]"
148516100,85160675,13.64969063,177,6.16289029,Movie 785,"[{'id': 16, 'name': 'Animation'}]"
164920642,421767409,44.79428678,136,7.405366807,Movie 786,"[{'id': 27, 'name': 'Horror'}]"
98278998,100675272,5.204521016,152,3.33065784,Movie 787,"[{'id': 18, 'name': 'Drama'}]"
82550308,119497169,68.77799323,99,8.327237591,Movie 788,"[{'id': 28, 'name': 'Action'}]"
166875252,489552494,90.36784553,104,7.217950357,Movie 789,"[{'id': 12, 'name': 'Adventure'}]"
32206052,43223782,83.88903771,98,4.29675599,Movie 790,"[{'id': 28, 'name': 'Action'}]"
31413513,38991220,13.60957787,84,4.100432092,Movie 791,"[{'id': 10749, 'name': 'Romance'}]"
160546825,448811860,13.50084257,154,5.589961285,Movie 792,"[{'id': 27, 'name': 'Horror'}]"
13243026,10288124,81.53001375,158,7.905391977,Movie 793,[]
57024141,136798406,92.50117319,151,8.057699959,Movie 794,"[{'id': 16, 'name': 'Animation'}]"
76356616,226791665,46.60631315,162,6.122736553,Movie 795,"[{'id': 18, 'name': 'Drama'}]"
18864557,51938653,50.39814057,166,8.164865176,Movie 796,"[{'id': 53, 'name': 'Thriller'}]"
7195200,15319802,32.5079421,106,3.032662255,Movie 797,"[{'id': 27, 'name': 'Horror'}]"
72086130,92641633,89.53224671,119,3.211047789,Movie 798,"[{'id': 53, 'name': 'Thriller'}]"
107222252,121783564,64.84538762,175,8.470929562,Movie 799,"[{'id': 53, 'name': 'Thriller'}]"
188581132,480530703,29.53690614,105,7.651991579,Movie 800,"[{'id': 18, 'name': 'Drama'}]"
85729603,231431759,30.57950423,106,5.70423635,Movie 801,"[{'id': 35, 'name': 'Comedy'}]"
177707005,322287164,89.22880723,141,7.521660789,Movie 802,"[{'id': 12, 'name': 'Adventure'}]"
14832640,16476835,2.349768367,162,8.73383677,Movie 803,"[{'id': 12, 'name': 'Adventure'}]"
31061031,24300846,32.9499307,129,7.632537143,Movie 804,[]
197119899,141521969,55.88131144,121,8.054228003,Movie 805,[]
81197726,186567496,15.67352875,108,7.563639488,Movie 806,"[{'id': 27, 'name': 'Horror'}]"
96282726,149266803,10.11777667,118,4.009266555,Movie 807,"[{'id': 10749, 'name': 'Romance'}]"
88220897,243789599,81.71235678,139,8.001444658,Movie 808,"[{'id': 16, 'name': 'Animation'}]"
167261173,392926309,89.54603448,120,4.17065292,Movie 809,"[{'id': 18, 'name': 'Drama'}]"
96856757,94740538,82.53703566,112,8.355667968,Movie 810,"[{'id': 12, 'name': 'Adventure'}]"
82052418,166931012,89.98000108,162,5.751899388,Movie 811,"[{'id': 16, 'name': 'Animation'}]"
87601594,139178227,55.75808513,162,7.061860514,Movie 812,"[{'id': 28, 'name': 'Action'}]"
171430731,333111223,81.41355398,176,5.983445087,Movie 813,[]
17689088,41483968,39.0202212,95,3.563945576,Movie 814,"[{'id': 18, 'name': 'Drama'}]"
131883819,331752388,66.96051829,102,4.744333846,Movie 815,"[{'id': 18, 'name': 'Drama'}]"
112274973,292963950,98.89471761,86,8.902391124,Movie 816,"[{'id': 10749, 'name': 'Romance'}]"
8102173,9195457,23.34704466,105,8.76428851,Movie 817,"[{'id': 35, 'name': 'Comedy'}]"
180606266,104352313,39.60007488,175,4.922921386,Movie 818,"[{'id': 12, 'name': 'Adventure'}]"
123332984,289615056,48.52469035,91,8.977780825,Movie 819,"[{'id': 878, 'name': 'Science Fiction'}]"
118922192,91077668,14.66353321,151,8.073307173,Movie 820,"[{'id': 16, 'name': 'Animation'}]"
39720111,51131658,9.022822436,84,6.665756997,Movie 821,"[{'id': 10749, 'name': 'Romance'}]"
183733566,93620122,83.14256377,171,3.240747722,Movie 822,"[{'id': 53, 'name': 'Thriller'}]"
124620654,274685568,97.70264291,148,8.408680977,Movie 823,"[{'id': 16, 'name': 'Animation'}]"
196574678,180422142,41.06778132,128,6.344575676,Movie 824,"[{'id': 28, 'name': 'Action'}]"
23064334,49316297,9.677333783,105,8.210856907,Movie 825,"[{'id': 878, 'name': 'Science Fiction'}]"
149899044,446602697,7.515364308,84,8.006574719,Movie 826,"[{'id': 28, 'name': 'Action'}]"
62681549,42728581,89.24050243,101,7.998037291,Movie 827,"[{'id': 10749, 'name': 'Romance'}]"
72209537,50019187,46.91761072,158,7.189043164,Movie 828,[]
110367730,149101310,32.68270434,92,4.748490832,Movie 829,"[{'id': 16, 'name': 'Animation'}]"
121907878,325002292,48.16966585,107,5.016961546,Movie 830,"[{'id': 35, 'name': 'Comedy'}]"
49840101,51775126,32.51210537,112,4.850815275,Movie 831,[]
63468859,88916352,49.41454176,102,3.120275997,Movie 832,"[{'id': 35, 'name': 'Comedy'}]"
185523489,124535149,86.09608329,176,6.495413455,Movie 833,"[{'id': 16, 'name': 'Animation'}]"
164584805,396301814,59.63783574,97,7.193002023,Movie 834,"[{'id': 12, 'name': 'Adventure'}]"
196798321,299284167,69.77072351,109,8.123195961,Movie 835,"[{'id': 18, 'name': 'Drama'}]"
118758049,284796270,37.10239695,105,3.8409926,Movie 836,"[{'id': 10749, 'name': 'Romance'}]"
51011985,140743067,74.11208197,95,6.265098894,Movie 837,"[{'id': 53, 'name': 'Thriller'}]"
75062621,81210840,66.9950914,156,3.048048844,Movie 838,"[{'id': 12, 'name': 'Adventure'}]"
123415538,310820807,12.83663778,118,3.570561886,Movie 839,"[{'id': 28, 'name': 'Action'}]"
